key_fr,key_km,scrap_mode,scrap_letter
"Avilir, rabaisser, maltraiter",dhili (u-),FR -> KM,A
avion,âvio; ndrege,FR -> KM,A
aviron,kasia,FR -> KM,A
avis,shauri,FR -> KM,A
avocat (fruit),bonobo,FR -> KM,A
avocatier,mbonobo,FR -> KM,A
avoir,kaya na (u-); para (u-); kana (u-),FR -> KM,A
avoir assez (en -),tubu (u-),FR -> KM,A
avoir assez (en -); satisfait (être -),tubu (u-),KM -> FR,T
avoir besoin,kana hadja (u-),FR -> KM,A
"avoir des fourmis (""paume morte"")",fa mandzi (hu-),FR -> KM,A
avoir du temps,wahi (u-),FR -> KM,A
avoir du temps; arriver à temps,wahi (u-),KM -> FR,W
avoir fait faire,fanyisiwa (u-),FR -> KM,A
avoir l'air,fana (u-),FR -> KM,A
avoir la diarrhée,vuja (u-),FR -> KM,A
avoir la lèpre,eneha (u-),FR -> KM,A
avoir la lèpre; propagé (être -),eneha (u-),KM -> FR,E
avoir la peau fripée de froid,firiha (u-),FR -> KM,A
avoir mal,koza (u-); kodza (u-),FR -> KM,A
avoir mal; souffrir; blesser,kodza (u-),KM -> FR,K
avoir peur de,ria (u-),FR -> KM,A
avorter,tsomoa (u-),FR -> KM,A
avorter; renverser,tsomoa (u-),KM -> FR,T
ayant,-endza; mwendza,FR -> KM,A
ayant; qui a,-endza,KM -> FR,E
aîné,zuki,FR -> KM,A
aîné; grand frère; grande sœur,zuki,KM -> FR,Z
Aïd,îdi,FR -> KM,A
aïl,itrungu thwaumu; shirungu mvuje; shirungu (mvudje),FR -> KM,A
babouin,nyanyi,FR -> KM,B
babouin; gourmand,nyanyi,KM -> FR,N
badamier,munyamba; mkaɗaha; mhanɗaya ,FR -> KM,B
badine,shongwe,FR -> KM,B
bagage,mdzigo; mdzo; mudzo,FR -> KM,B
bagage; charge,mudzo,KM -> FR,M
bague,mbere; mpere; pere,FR -> KM,B
baillement,mwau,FR -> KM,B
baillement ; collier en fleurs,mwau,KM -> FR,M
baissage,msiso,FR -> KM,B
baisser,sisa (u-); shukidza (u-),FR -> KM,B
baisser; descendre (faire -),shukidza (u-),KM -> FR,S
baissée de la marée,pvwa (hu-),FR -> KM,B
bakchich,ɓahashishi,FR -> KM,B
bal,bali,FR -> KM,B
balader,temɓea (u-),FR -> KM,B
balai,peleo; peo,FR -> KM,B
balance,wizani; mizani,FR -> KM,B
balancier de pirogue,gandro,FR -> KM,B
balançoire,susu,FR -> KM,B
balayer,pvea (u-); fwagia (u-); hundza (u-); hohoa (u-),FR -> KM,B
baleine,ndruju; mongome; nɗudju; mugombe,FR -> KM,B
baleine bleue,ndruju bile,FR -> KM,B
balle,risasi,FR -> KM,B
balle (en feuilles de cocotiers),nyobwe,FR -> KM,B
ballon,mpira; boli; bulu,FR -> KM,B
"ballon (""vessie"")",puzio,FR -> KM,B
ballon; boule,bulu,KM -> FR,B
ballon; caoutchouc,mpira,KM -> FR,M
ballotter,tapala (u-),FR -> KM,B
Bambao,Ɓamɓao,FR -> KM,B
bambin,mwana zaza; ntsambwe; mna-imwana,FR -> KM,B
banalités,ɓatwala,FR -> KM,B
banane,ɓaraɓahi,FR -> KM,B
banane (jaune),inkuɗu,FR -> KM,B
"banane courte, large et verte",ɓaraɓufaka,FR -> KM,B
banane mûre,sindza; kisukari,FR -> KM,B
banane plantain,ndrovi,FR -> KM,B
banane plantain; banane verte,ndrovi,KM -> FR,N
banane rouge,trovi mosi,FR -> KM,B
banane verte,ndrovi; trovi; ntrovi,FR -> KM,B
bananes bouillies,ɓataɓata,FR -> KM,B
bananier,trinɗi; trindri,FR -> KM,B
bandage,ipvamɓo,FR -> KM,B
bandamier,mhandaya; mnyamba,FR -> KM,B
bande (groupe de personne),ekina,FR -> KM,B
bande-annonce,cezo ɓoneso,FR -> KM,B
bandeau,fulari,FR -> KM,B
bander (érection),pvinɗa (u-); limbala (u-),FR -> KM,B
bandit,mdjusuri; fudjari; mjabari,FR -> KM,B
bandoulière,muɓango,FR -> KM,B
bannir,ra ɓaɗi (hu-); lapva (u-),FR -> KM,B
bannissement public,gungu,FR -> KM,B
bannière,bandera,FR -> KM,B
banque,banki,FR -> KM,B
banquet,karamu,FR -> KM,B
baobab,mubuyu; mɓuwu; muɓuyo,FR -> KM,B
barbe,malevu,FR -> KM,B
barbre,ndrevu,FR -> KM,B
barbre; moustache,ndrevu,KM -> FR,N
barge,shala; barji,FR -> KM,B
barque,djapawa; kwasa-kwasa,FR -> KM,B
barracuda,mhunɗana; muhundana,FR -> KM,B
barrage,ɓaho,FR -> KM,B
barrière,ɓaho; mraɓa,FR -> KM,B
base,mshindzi; ɗonɗo,FR -> KM,B
basilic,mkadi; nkandza; mukadi,FR -> KM,B
basique,-a mshindzi,FR -> KM,B
basique; élémentaire,-a mshindzi,KM -> FR,A
basket (chaussures),koshi,FR -> KM,B
basket (chaussures); chaussure à lacet; godasse,koshi,KM -> FR,K
bassin,ɓia,FR -> KM,B
bateau,meli; markaɓu,FR -> KM,B
battement du coeur,pupu,FR -> KM,B
batteur,mcapo; mcapu,FR -> KM,B
battre,ɓiha (u-); fufua (u-); ɓuɓua (u-),FR -> KM,B
battre (se -),wana (u-); gombana (u-),FR -> KM,B
battre (se -); heurter,gombana (u-),KM -> FR,G
battre; broyer,fufua (u-),KM -> FR,F
bavard,mɓaɓufu; muɓwaɓwa; mlaguzi,FR -> KM,B
bavardage,uɓaɓufu; ulaguzi,FR -> KM,B
bavardage; parlotte,ulaguzi,KM -> FR,U
bavarder,ɓaɓuha (u-); lagua (u-),FR -> KM,B
bave,povi; ure; maure,FR -> KM,B
bave; sève,ure,KM -> FR,U
baver,roha (u) ure; noha (u-) ,FR -> KM,B
beau,mwema; truru; -zuri; dzuzuri; vwazuri; pvazuri,FR -> KM,B
beau (pers.),mzuri,FR -> KM,B
beau (pers.); joli,mzuri,KM -> FR,M
beau (être -),djisa (u-); stawi (u-),FR -> KM,B
beau-fils,mwana-nkabu; mwana-nkambo,FR -> KM,B
beau-frère,shimedji; varlahe; valahi; shemedji,FR -> KM,B
beau-père,ɓamuhe; muhe,FR -> KM,B
beau; belle,truru,KM -> FR,T
beaucoup,-indji; -engi; nyengi; nyindji; mwengi; mwindji; shindji; hwindji; shengi; djindji; ɗaa,FR -> KM,B
beaucoup; nombreux,nyindji,KM -> FR,N
beauté,uzuri; masi,FR -> KM,B
bec,msonko; mudzinyo,FR -> KM,B
beignet,kaimati; gulagula,FR -> KM,B
beignet rond (doughnut),donasi,FR -> KM,B
belle,truru,FR -> KM,B
belle-fille,nyadza,FR -> KM,B
belle-fille; belle-mère,nyadza,KM -> FR,N
belle-mère,nyadza,FR -> KM,B
belle-sœur,shemedji; mwamu,FR -> KM,B
belle-sœur; beau-frère,shemedji,KM -> FR,S
benjamin,mwashizia,FR -> KM,B
bercement,mtsitsio,FR -> KM,B
bercer,maza (u-); tsitsia (u-); yoyi (u-),FR -> KM,B
bercer; chantonner,tsitsia (u-),KM -> FR,T
berger,mtsunga,FR -> KM,B
berger (bovin),mtsunga mɓe,FR -> KM,B
berner,hiliɓu (u-),FR -> KM,B
besoin,hadja; shahawa,FR -> KM,B
beurre (clarifié),samli; samuli,FR -> KM,B
beurre (clarifié); ghi; ghee,samli,KM -> FR,S
bide,ɓiɓa,FR -> KM,B
bidon (récipient),ɓarika,FR -> KM,B
bien,ndro; -ema; ndjema; fetre; ntro; tro; djema,FR -> KM,B
bien (matériel),traka,FR -> KM,B
bien arriver,waɗi (u-),FR -> KM,B
bien que,lauka; alakini; walakini,FR -> KM,B
bienvenu,kariɓu,FR -> KM,B
bienvenu à tous,kariɓuni,FR -> KM,B
bigle,maɓiru; mahenge,FR -> KM,B
bigleux,mahenge,FR -> KM,B
bigorneau,trondro,FR -> KM,B
bijou,kundravi,FR -> KM,B
bijoutier,mfua-dhahaɓu,FR -> KM,B
bilimbi,uhadju,FR -> KM,B
bille,ɓili,FR -> KM,B
binette,piesi,FR -> KM,B
biser,ɓusu (u-),FR -> KM,B
bisouter,ɓusu (u-),FR -> KM,B
bitume,lami,FR -> KM,B
bizarre,shinamna,FR -> KM,B
bière (de coco),vuruga,FR -> KM,B
bla bla bla,ɓwa ɓwa ɓwa,FR -> KM,B
blaisser,kasiri (u-),FR -> KM,B
blaisser; fâcher; irriter,kasiri (u-),KM -> FR,K
blanc,-eu; djeu,FR -> KM,B
blanc (pers.),mzungu; muzungu,FR -> KM,B
blancheur,weu,FR -> KM,B
blancheur; lueur; lumière,weu,KM -> FR,W
blanchir,ra (u-) weu,FR -> KM,B
blasphémer,âswi (u-),FR -> KM,B
blesser,kodza (u-),FR -> KM,B
blesser moralement,dhuru (u-); hodza (u-),FR -> KM,B
blessure,shondra,FR -> KM,B
bleu,bile,FR -> KM,B
blâme,lawama,FR -> KM,B
blâme; reproche,lawama,KM -> FR,L
blâmer,laumu (u-),FR -> KM,B
blâmer; reprocher,laumu (u-),KM -> FR,L
bobo,ɓanguzi,FR -> KM,B
boil (to),rohotsa (u-),FR -> KM,B
boire,nwa (hu-),FR -> KM,B
boire (faire -),nosa (u-),FR -> KM,B
boire (se -),nweha (u-),FR -> KM,B
bois,mri; mwiri,FR -> KM,B
boisson,madji ya sukari,FR -> KM,B
"Boisson à base de thé ou d’infusion, avec du gingembre et parfois du poivre",fuka,FR -> KM,B
boiter,tseheza (u-); shekeɓeleza (u-),FR -> KM,B
bol,ɓakuli,FR -> KM,B
bon,-ema; ndjema,FR -> KM,B
bon marché,rahisi,FR -> KM,B
bon; bien; meilleur,ndjema,KM -> FR,N
bon; gentil; bien,-ema,KM -> FR,E
bonbon,halua; bombo,FR -> KM,B
bonbon; friandise,halua,KM -> FR,H
bondir,shia (u-),FR -> KM,B
bondir; franchir; traverser,shia (u-),KM -> FR,S
bonheur,kheri; undro; djahi; heri,FR -> KM,B
bonheur; grâce divine,heri,KM -> FR,H
bonhomme,ɓako,FR -> KM,B
boniche,mdjahazi; mdjakazi,FR -> KM,B
boniche; valet; domestique; servante,mdjahazi,KM -> FR,M
bonite,pwere,FR -> KM,B
bonjour,ɓariza,FR -> KM,B
"bonjour (""comment vas-tu?"")",E dje; jeje; djedje,FR -> KM,B
bonjour (donner le -),salimia (u-),FR -> KM,B
Bonne nuit,lala unono; lala ha unono,FR -> KM,B
Bonne nuit; bonsoir,lala unono,KM -> FR,L
bonne qualité,uɓora,FR -> KM,B
bonsoir,lala unono; lala ha unono,FR -> KM,B
bonsoir; Bonne nuit,lala ha unono,KM -> FR,L
bord,wango,FR -> KM,B
bord de mer,mbwa; mpwa,FR -> KM,B
bosse,dzundzu; idjongo,FR -> KM,B
bouc,ɓeɓeru; ɓewe,FR -> KM,B
bouche,hanywa; hanyo,FR -> KM,B
bouche; gueule,hanyo,KM -> FR,H
boucher,ɓaza (u-); mpvasuzi; guɗamu (u-),FR -> KM,B
bouchon,ɓazo; shiɓalio,FR -> KM,B
bouchée,kongono,FR -> KM,B
boucle d'oreille,ipuli; kavi; gumba; hareni; harine,FR -> KM,B
boucle de ceinture,kudhwamu,FR -> KM,B
boucle de nez,ipini; shipini,FR -> KM,B
bouclier,mbinga,FR -> KM,B
bouder,ɓwaɓwa (u-),FR -> KM,B
boue,godra; ntataɓwa,FR -> KM,B
bouger,ɗiha (u-); ɗisa (u-); gudzuha (u-),FR -> KM,B
bougie,mshumaha,FR -> KM,B
bouillie ( la -),uɓu,FR -> KM,B
bouillie de vermicelle,uɓu wa ntambi,FR -> KM,B
bouillir,rohora (u-),FR -> KM,B
bouillir (faire),rohotsa (u-),FR -> KM,B
bouillir (faire); boil (to),rohotsa (u-),KM -> FR,R
boule,mburu; bulu,FR -> KM,B
boule à zéro,kovo,FR -> KM,B
boum !,ɗu,FR -> KM,B
bouquet de fleur,tampa,FR -> KM,B
bourgeois,ɓepare; mka-pvema,FR -> KM,B
bourgeon,ngaya,FR -> KM,B
bourgeon; fleur,ngaya,KM -> FR,N
bourriche,ikapu,FR -> KM,B
bourriche ,ikapu,KM -> FR,I
bousculade,msinɗiho,FR -> KM,B
bousculer,sukuma (u-); sinɗiha (u-),FR -> KM,B
boussole,ɗira,FR -> KM,B
bout,nkoo; tsumɓwi; kutru,FR -> KM,B
bouteille,tavwangi,FR -> KM,B
bouteille de whisky,falasika; ncupa,FR -> KM,B
bouteille de whisky; verre (bout de -),falasika,KM -> FR,F
bouton (vêtement),ifungo; butô; shifunguo,FR -> KM,B
bouton de chaleur,tsajaja,FR -> KM,B
boutre,djahazi,FR -> KM,B
bovin,nyomɓe,FR -> KM,B
boîte,goɓo; bwati; kapoka,FR -> KM,B
boîte (de conserve),kapuka; kapoka,FR -> KM,B
boîte (de conserve); boîte,kapoka,KM -> FR,K
boîte (pour Coran),iɗwati,FR -> KM,B
boîte; plâtre ,goɓo,KM -> FR,G
bracelet,ɓangili; ikoa; uhunku; nkunku,FR -> KM,B
bracelet; menotte,nkunku,KM -> FR,N
braise,kaya; kaa; gaha; kaha,FR -> KM,B
braise; charbon de bois,kaa,KM -> FR,K
branche,mri; shilahi; trwai; ndravu; pawa; trahi,FR -> KM,B
branchie,sentsehe,FR -> KM,B
bras,muhono,FR -> KM,B
brave,shudjaî,FR -> KM,B
brede mafana,feliki mafana,FR -> KM,B
brede morelle,feliki nyongo,FR -> KM,B
brede mourongue,mvunge,FR -> KM,B
brevet,idjaza,FR -> KM,B
briller,penya (u-); wala (u-); angaza (u-); vena (u-); nawiri (u-); vaga (u-); katuha (u-),FR -> KM,B
briller; peigner,penya (u-),KM -> FR,P
briller; éblouir,vaga (u-),KM -> FR,V
briller; étinceler,vena (u-),KM -> FR,V
brin,ntere; nteru,FR -> KM,B
brin; once; peu,nteru,KM -> FR,N
brise,mlendje,FR -> KM,B
brise; climat,mlendje,KM -> FR,M
briser,vundza (u-); hoɓoa (u-); vundzanga (u-),FR -> KM,B
briser (se -),vundziha (u-),FR -> KM,B
briser; rompre,vundza (u-),KM -> FR,V
broche (bijout.),kundravi,FR -> KM,B
broche (bijout.); bijou; précieux (objet),kundravi,KM -> FR,K
brochette,mshakiki; mushakiki,FR -> KM,B
bronzer,fuɓia (u-),FR -> KM,B
brosse,burashi,FR -> KM,B
brosse à dent,msiwaki; muswaki,FR -> KM,B
brosser,singa (u-),FR -> KM,B
brosser les dents,siwaki (u-),FR -> KM,B
brouette,gurweti; burweti,FR -> KM,B
brouillard,gori; wingu wa mtsanga,FR -> KM,B
brouille,pambanyiso,FR -> KM,B
broutille sèche,santsa,FR -> KM,B
broyage,mfufuo; mɓuɓuo,FR -> KM,B
broyage; fracassage,mɓuɓuo,KM -> FR,M
broyer,fufua (u-); ɓuɓua (u-),FR -> KM,B
bruit,ngono; nkeme,FR -> KM,B
bruit (jet de pierres),kakaɗu,FR -> KM,B
bruit; cri,nkeme,KM -> FR,N
brume,kungu,FR -> KM,B
brume; casse-marmite (poisson),kungu,KM -> FR,K
brusquement,ha dharba; ha ghafla,FR -> KM,B
brutal,mguguru; gagaru; muguguru,FR -> KM,B
brutalité,ugagaru,FR -> KM,B
brèdes,feliki; feleki; feleke,FR -> KM,B
brèdes de manioc,madaba,FR -> KM,B
brèdes de sonj ou taro,yomb,FR -> KM,B
brèdes mafane,feleke mafana,FR -> KM,B
brèdes manioc,feliki muhogo,FR -> KM,B
brèdes taro,feliki majimbi,FR -> KM,B
brûle parfum,sherezo,FR -> KM,B
brûle parfum; encensoir,sherezo,KM -> FR,S
"brûle-parfum, poterie pour fumigations",sheredzo,FR -> KM,B
brûler,paria (u-); vua (u-),FR -> KM,B
brûler (qqch),pvisa (u-); visa (u-),FR -> KM,B
brûler (se -),pva (hu-),FR -> KM,B
brûler (se -); offrir; donner,pva (hu-),KM -> FR,P
brûler; trouver pour,paria (u-),KM -> FR,P
brûlure,mpvo,FR -> KM,B
buffle,nyatri,FR -> KM,B
buffle (d'afrique),mɓe msiru,FR -> KM,B
buisson,trunku; shitsaha,FR -> KM,B
buisson; forêt,shitsaha,KM -> FR,S
bulldozer,ɗomo,FR -> KM,B
bulle,povu,FR -> KM,B
bulle; mousse,povu,KM -> FR,P
bulletin,taarifa,FR -> KM,B
bulletin d'information,taarifa ya habari,FR -> KM,B
busard de Maillard,panɗuzi,FR -> KM,B
but,dhwamiri; shaɓaha,FR -> KM,B
butin,matreka,FR -> KM,B
bâche,parla,FR -> KM,B
bâiller,la mwau (hu-); ra mwea (u-),FR -> KM,B
bâtard,mwana-haramu,FR -> KM,B
bâtiment,djumbe; jumba; djumɓa,FR -> KM,B
bâtiment; palais,djumbe,KM -> FR,D
bâtir,unda (u-); undra (u-),FR -> KM,B
bâton,mbuɗa,FR -> KM,B
bâton (de marche),mkokodjo; mkongodjo; ntsimbo; muhongojo,FR -> KM,B
béatitude,feresheo,FR -> KM,B
bébé,mwana; mwana zaza,FR -> KM,B
bébé; bambin,mwana zaza,KM -> FR,M
bébé; enfant,mwana,KM -> FR,M
bécane,bekani,FR -> KM,B
bégaiement,trefwa,FR -> KM,B
bégayer,gagaya (u-),FR -> KM,B
bélier,gondzi-ɗume,FR -> KM,B
bénir,ɓariki (u-),FR -> KM,B
"bénir (""donner la bénédiction"")",nika eradhi (u-),FR -> KM,B
"bénir (""offrir la bénédiction"")",pva eradhi (u-),FR -> KM,B
bénédiction,radhi; ɓaraka,FR -> KM,B
bénéfice,tanafu,FR -> KM,B
bénéfice; rapport,tanafu,KM -> FR,T
bétel,rambuu; shileo,FR -> KM,B
bétel; chique,shileo,KM -> FR,S
bêche,ngadi,FR -> KM,B
bêcher,rema ngadi (u-),FR -> KM,B
bêtise,hila; taharaki; stihzaï ; kintsili; iɓutala,FR -> KM,B
bêtise; agitation,taharaki,KM -> FR,T
bêtises,mafitsi; malambe,FR -> KM,B
bûche,gudri; gongo,FR -> KM,B
bœuf (femelle) noir et ventre blanc,mɓe mbisekwemɓe,FR -> KM,B
bœuf blanc,ndjeu; sheu; mweu; pveu; hweu; mɓe mbabe; mɓe danɗa,FR -> KM,B
bœuf noir et blanc,mɓe shile; mɓe mapvatsu,FR -> KM,B
bœuf noir et visage blanc,mɓe mhanɗupanɗe,FR -> KM,B
bœuf noire (femelle),mɓe mhandu,FR -> KM,B
bœuf noirâtre (femelle),mɓe mɓise,FR -> KM,B
bœuf noirâtre (mâle),mɓe tsodziɗu,FR -> KM,B
bœuf rouge et blanc,mɓe kunɗe,FR -> KM,B
bœuf rouge et ventre blanc,mɓe trangwe,FR -> KM,B
bœuf rouge vif,mɓe lanɗe,FR -> KM,B
"bœuf rouge, noir et blanc",mɓe kwemɓe,FR -> KM,B
bœuf rougeâtre,mɓe mshile,FR -> KM,B
bœuf à dominance blanc,mɓe kopve,FR -> KM,B
c'est,nɗa; nɗa (+ pron. / part. ou just.); ɗe; nɗe,FR -> KM,C
c'est ceci,nɗiyo; nɗilo; nɗizo; nɗuwo; nɗayo,FR -> KM,C
c'est lequel ?,nɗashipvi ? nɗashi ?; nɗalipvi ? nɗali ?; nɗaupvi ? nɗau ?,FR -> KM,C
c'est lesquels ?,nɗazipvi ? nɗazi ?; nɗaipvi ? nɗai ?; nɗayapvi ? nɗaya ?,FR -> KM,C
c'est où ?,nɗahupvi ? nɗahu ?,FR -> KM,C
c'est qui ?,nɗopvi; nɗo,FR -> KM,C
c'est qui ?; qui,nɗo,KM -> FR,N
c'est à dire,yaani,FR -> KM,C
c'est-à-dire,yani,FR -> KM,C
cabane,vala; ɓanga,FR -> KM,C
cabane; clôture,vala,KM -> FR,V
cabot,tsehele,FR -> KM,C
cacahuète,penatsi; ndzugu; ndjugu,FR -> KM,C
cache-cache,matsatsaliano,FR -> KM,C
cacher,tsatsaya (u-); yeha (u-); tsitsa (u-); dzitsa (u-); tsatsaza (u-) ,FR -> KM,C
cacher; cachotter,tsatsaza (u-),KM -> FR,T
cachet,mhori; mbia,FR -> KM,C
cachet; noyau; grain; testicule,mbia,KM -> FR,M
cachotter,tsatsaza (u-) ; fitsiza (u-) ,FR -> KM,C
cadavre (humain),maiti,FR -> KM,C
cadeau,hiɗaya; zawadi; ɓamɓu,FR -> KM,C
cadeau de fiançailles,ɗoroso,FR -> KM,C
cadenas,kufuli,FR -> KM,C
cadi,kadhwi; kadhi,FR -> KM,C
cafard,komba-komba; kalalao; kalalawi,FR -> KM,C
café,kafe; ɓuni,FR -> KM,C
cage,trundru,FR -> KM,C
cahier,ɓuku,FR -> KM,C
caillou,ɓwe,FR -> KM,C
caisse,sanduku; kasha,FR -> KM,C
caisse (argent),ɓenge,FR -> KM,C
calamité,ɓaya,FR -> KM,C
calcul,hisaɓu; isaɓu,FR -> KM,C
calculer,hasiɓu (u-),FR -> KM,C
calebasse,mtsundji; kuju; kudju,FR -> KM,C
calebasse; pot (en argile); jarre,mtsundji,KM -> FR,M
calendrier,ziara; takwimu,FR -> KM,C
caleçon,kaliso,FR -> KM,C
caleçon; short,kaliso,KM -> FR,K
calicot,djora,FR -> KM,C
calme,makini; shwari; mutrulivu; Mmakinifu,FR -> KM,C
calme (être -),trulia (u-),FR -> KM,C
calme (être -); calmer (se-),trulia (u-),KM -> FR,T
calme; tranquille,mutrulivu,KM -> FR,M
calmer (faire -),poleza (u-); truliza (u-); trulidza (u-),FR -> KM,C
calmer (se-),trulia (u-); truliha (u-); makiniha (u-),FR -> KM,C
calomnie,kuno; idhara,FR -> KM,C
calomnier,lumu (u-),FR -> KM,C
calvitie,pale,FR -> KM,C
calvitie; marelle ; palet,pale,KM -> FR,P
camarade,mnyawe; munyawe,FR -> KM,C
camarade; ami,munyawe,KM -> FR,M
camion,beni,KM -> FR,B
camoufler,ɓwandaya (u-),FR -> KM,C
camp militaire,ɓehewa,FR -> KM,C
campagne,huwu; hondze,FR -> KM,C
campagne (à la -),malavuni,FR -> KM,C
camphre,kafuri,FR -> KM,C
caméléon,shazawa; tarundru; tarundi; dzianindri; tarundro,FR -> KM,C
canadien,mKanada,FR -> KM,C
canapé,sufi; suhufa,FR -> KM,C
canard,ɓata; ɗukutsi; ɓanta; gana,FR -> KM,C
cancre,kunku; kunku tsaɓwe; ɓuhamu,FR -> KM,C
candidat,mhutadji,FR -> KM,C
candidat; nécessiteux,mhutadji,KM -> FR,M
canne,ɓakwera; mkokodjo; mkongodjo; ɓankorwa; ntsimbo; mkwadju; ɓankora; muhongojo,FR -> KM,C
canne (de dance),ɓakwera; ɓankorwa; mkwadju,FR -> KM,C
canne (à sucre),mua,FR -> KM,C
canne à sucre,mmwa; muwa,FR -> KM,C
canne; bâton (de marche),mkokodjo,KM -> FR,M
canne; canne (de dance),mkwadju,KM -> FR,M
cannelier,mdarasini; mudaryasini,FR -> KM,C
cannelle,mdarasini,FR -> KM,C
cannelle; cannelier,mdarasini,KM -> FR,M
canon,muzinga,FR -> KM,C
caoutchouc,mpira; nilo,FR -> KM,C
capacité,nciɗa,FR -> KM,C
capacité; moyen (financier),nciɗa,KM -> FR,N
capitaine (bateau),nahudha; nahudhwa; nahuda,FR -> KM,C
capitaine (bateau); marin,nahuda,KM -> FR,N
capital commercial,ɓidhwaya,FR -> KM,C
capitale,muji wa ezi; mdji wa ezi,FR -> KM,C
capitaliste,ɓepare,FR -> KM,C
capote (préservatif),hofu,FR -> KM,C
caprice,hila; iɓwata; iɓutala,FR -> KM,C
caprice; ruse; bêtise,hila,KM -> FR,H
caprin,mɓuzi nce,FR -> KM,C
capture,mnaso,FR -> KM,C
capturer,nasa (u-),FR -> KM,C
capturer; tromper,nasa (u-),KM -> FR,N
capuchon,kapisho,FR -> KM,C
capucin nonnette,nyancendje,FR -> KM,C
car,ɓa; ɓe,FR -> KM,C
caractère (d'une personne),fa,FR -> KM,C
caractère (d'une personne); héritage (caractère),fa,KM -> FR,F
carafe,mɗila; kuzi; mudila,FR -> KM,C
carafe; gargoulette,kuzi,KM -> FR,K
carambole,uhadju,FR -> KM,C
carambolier,mhadju,FR -> KM,C
caramel,shira,FR -> KM,C
carangue,kawa,FR -> KM,C
carapace,furunku,FR -> KM,C
carcan,mpingu; mbingu,FR -> KM,C
carcan; entrave,mbingu,KM -> FR,M
cardamome,iliki; hiliki,FR -> KM,C
caresser,pvapvara (u-),FR -> KM,C
cargaison,sheheni; shehena,FR -> KM,C
carreau (carte),shipaza; uru,FR -> KM,C
carrefour,ziraru,FR -> KM,C
carrure,djirma,FR -> KM,C
carré,mraɓa,FR -> KM,C
carte,kartasi,FR -> KM,C
carte (plus aucune -),kapa,FR -> KM,C
carte à jouer,karata,FR -> KM,C
carte à jouer (qui n'a aucune valeur),gandra,FR -> KM,C
cartouche,risasi,FR -> KM,C
cartouche; munition; balle,risasi,KM -> FR,R
cas (en tout -),al-muraɗi,KM -> FR,A
cas de lèpre,maenefu,FR -> KM,C
cas de lèpre; lèpre,maenefu,KM -> FR,M
cascade,kitululu,FR -> KM,C
cascade; chute d'eau,kitululu,KM -> FR,K
casse-marmite (poisson),kungu,FR -> KM,C
casser,pasua (u-); kutrua (u-),FR -> KM,C
casser (se -),pasuha (u-); vundziha (u-),FR -> KM,C
casser (se -); briser (se -),vundziha (u-),KM -> FR,V
casser la figure,sankaɗa (u-),FR -> KM,C
casser; couper,kutrua (u-),KM -> FR,K
casser; fendre; couper,pasua (u-),KM -> FR,P
casserole,sufuria,FR -> KM,C
cassure,mpasuo,FR -> KM,C
castrat,fule,FR -> KM,C
castration,nvule,FR -> KM,C
castrer,rina (u-),FR -> KM,C
castrer; circoncire,rina (u-),KM -> FR,R
catastrophe,ɓaya,FR -> KM,C
catégorie,kina,FR -> KM,C
catégorie de personne,funvu,FR -> KM,C
catégorie de personne; part,funvu,KM -> FR,F
cause,saɓaɓu; siɓaɓu,FR -> KM,C
caution,rahani,FR -> KM,C
cave,fidji,FR -> KM,C
cave; grenier; recoin,fidji,KM -> FR,F
caverne,panga,FR -> KM,C
caverne; grotte,panga,KM -> FR,P
cavité,gama,FR -> KM,C
ce,uwo; uwo; ilo; isho; lilo; shisho; ule; unu; lile; lini; ini,FR -> KM,C
ce; cet(te),lilo,KM -> FR,L
ce; cet; cette,ilo,KM -> FR,I
ce; cette,ini,KM -> FR,I
ce; cette; longueur; taille,ule,KM -> FR,U
ce; cette; quand,lini,KM -> FR,L
ceci (c'est -),nɗisho,FR -> KM,C
ceinture,mkandra,FR -> KM,C
ceinture de perles,funga,FR -> KM,C
celle-là,uwo; uwo,FR -> KM,C
celles,wala; wale,FR -> KM,C
celles-ci,iyo; yayo; izo; zizo; zini; yale; yanu; wanu,FR -> KM,C
celles-là,wao; iyo; yayo; izo; zizo; zile; wale; zila,FR -> KM,C
cellule (en politique),sina,FR -> KM,C
celui-là,uwo; uwo,FR -> KM,C
celui-là; ce; cet; cette; celle-là; celui-là; celle-là; ce; cet; cette,uwo,KM -> FR,U
cendre,vu,FR -> KM,C
cent,djana; mia; jana,FR -> KM,C
cent mille,laki; lakki,FR -> KM,C
cent; hier,djana,KM -> FR,D
centre,hari,FR -> KM,C
cependant,lakini,FR -> KM,C
cependant; mais,lakini,KM -> FR,L
cercle,iɗuwara; iviringo,FR -> KM,C
cercueil,djanaza,FR -> KM,C
cerf-volant,tiara,FR -> KM,C
certain,ɓaâdhwi,FR -> KM,C
certificat,stishihaɗa,FR -> KM,C
certifier,hakikisha (u-),FR -> KM,C
certifier; prouver,hakikisha (u-),KM -> FR,H
certitude,akika,KM -> FR,A
cerveau,wongo,FR -> KM,C
ces,iyo; izo; zini; yale; yanu; wanu; zinu; zila,FR -> KM,C
ces ... ci,zini; yale; yanu; wanu; zinu,FR -> KM,C
ces ... ci; ces,zinu,KM -> FR,Z
ces ... là,wale,FR -> KM,C
ces; celles-là,zila,KM -> FR,Z
cet,uwo; uwo; ilo; isho,FR -> KM,C
cet(te),lilo; shisho,FR -> KM,C
